customer_id,Recency,Frequency,Monetary,r_quartile,f_quartile,m_quartile,RFM_score,segment
557,182,2,1834.45,1,1,1,111,At Risk
558,36,7,6984.320000000001,3,3,3,333,Loyal
559,7,4,4129.68,4,1,1,411,Regular
560,42,6,7033.26,3,2,3,323,Potential Loyalist
561,29,6,5776.22,3,2,2,322,Potential Loyalist
562,37,5,3686.94,3,2,1,321,Potential Loyalist
563,34,7,5492.75,3,3,2,332,Loyal
564,12,6,7415.54,4,2,3,423,Potential Loyalist
565,105,10,12454.34,1,4,4,144,Big Spender
566,53,3,2893.23,2,1,1,211,Regular
567,61,4,1621.62,2,1,1,211,Regular
568,92,7,5025.95,1,3,2,132,At Risk
569,99,4,7560.33,1,1,3,113,At Risk
570,36,6,6987.99,3,2,3,323,Potential Loyalist
571,73,3,3718.5299999999997,2,1,1,211,Regular
572,14,6,5372.65,4,2,2,422,Potential Loyalist
573,106,2,2449.81,1,1,1,111,At Risk
574,278,4,4757.79,1,1,2,112,At Risk
575,249,2,1998.31,1,1,1,111,At Risk
576,8,6,9475.42,4,2,4,424,Potential Loyalist
577,3,11,10515.0,4,4,4,444,Champion
578,200,7,6301.1,1,3,3,133,At Risk
579,53,9,10450.34,2,4,4,244,Big Spender
580,25,5,4456.28,3,2,2,322,Potential Loyalist
581,54,4,5597.1900000000005,2,1,2,212,Regular
582,150,4,4163.0599999999995,1,1,2,112,At Risk
583,32,4,4129.98,3,1,1,311,Regular
584,133,4,3399.5199999999995,1,1,1,111,At Risk
585,98,7,8197.14,1,3,4,134,Big Spender
586,91,3,4165.02,1,1,2,112,At Risk
587,54,6,6833.56,2,2,3,223,Regular
588,20,5,6053.33,3,2,3,323,Potential Loyalist
589,11,3,3259.93,4,1,1,411,Regular
590,44,12,14475.62,3,4,4,344,Loyal
591,222,2,1083.8,1,1,1,111,At Risk
592,200,4,3192.94,1,1,1,111,At Risk
593,2,6,5682.77,4,2,2,422,Potential Loyalist
594,34,9,11996.12,3,4,4,344,Loyal
595,185,3,3268.42,1,1,1,111,At Risk
596,86,3,4864.71,2,1,2,212,Regular
597,62,5,4299.400000000001,2,2,2,222,Regular
598,132,7,5976.1900000000005,1,3,2,132,At Risk
599,116,5,7250.75,1,2,3,123,At Risk
600,207,3,3893.54,1,1,1,111,At Risk
601,59,5,5216.139999999999,2,2,2,222,Regular
602,78,5,5591.28,2,2,2,222,Regular
603,50,7,8284.07,2,3,4,234,Big Spender
604,70,6,8162.76,2,2,4,224,Big Spender
605,3,8,9180.130000000001,4,4,4,444,Champion
606,56,6,6229.09,2,2,3,223,Regular
607,59,10,12940.99,2,4,4,244,Big Spender
608,86,8,9260.29,2,4,4,244,Big Spender
609,37,4,3937.44,3,1,1,311,Regular
610,47,9,8135.95,2,4,4,244,Big Spender
611,4,8,10622.380000000001,4,4,4,444,Champion
612,2,5,5581.03,4,2,2,422,Potential Loyalist
613,4,6,5898.85,4,2,2,422,Potential Loyalist
614,19,9,8557.0,3,4,4,344,Loyal
615,43,4,6230.81,3,1,3,313,Regular
616,93,4,5439.8099999999995,1,1,2,112,At Risk
617,21,4,3343.8599999999997,3,1,1,311,Regular
618,309,2,2207.71,1,1,1,111,At Risk
619,66,7,7042.71,2,3,3,233,Regular
620,104,8,5422.25,1,4,2,142,At Risk
621,3,9,11872.470000000001,4,4,4,444,Champion
622,267,3,4498.0,1,1,2,112,At Risk
623,94,3,5060.18,1,1,2,112,At Risk
624,91,3,5079.93,1,1,2,112,At Risk
625,17,6,5688.67,4,2,2,422,Potential Loyalist
626,55,9,8102.299999999999,2,4,3,243,Regular
627,59,5,6786.53,2,2,3,223,Regular
628,55,5,5519.54,2,2,2,222,Regular
629,65,8,6490.53,2,4,3,243,Regular
630,54,7,9406.55,2,3,4,234,Big Spender
631,17,6,3211.98,4,2,1,421,Potential Loyalist
632,42,3,3911.85,3,1,1,311,Regular
633,2,7,7054.02,4,3,3,433,Loyal
634,18,8,7951.04,4,4,3,443,Champion
635,40,6,3988.82,3,2,1,321,Potential Loyalist
636,20,7,7808.71,3,3,3,333,Loyal
637,8,13,13899.73,4,4,4,444,Champion
638,61,8,10198.93,2,4,4,244,Big Spender
639,9,6,5831.55,4,2,2,422,Potential Loyalist
640,11,8,11141.29,4,4,4,444,Champion
641,203,4,3853.34,1,1,1,111,At Risk
642,25,7,5304.37,3,3,2,332,Loyal
643,198,4,5034.78,1,1,2,112,At Risk
644,158,3,1808.74,1,1,1,111,At Risk
645,117,7,9008.59,1,3,4,134,Big Spender
646,111,4,4809.5199999999995,1,1,2,112,At Risk
647,43,9,10703.609999999999,3,4,4,344,Loyal
648,58,7,8410.93,2,3,4,234,Big Spender
649,12,5,1718.19,4,2,1,421,Potential Loyalist
650,51,6,7082.77,2,2,3,223,Regular
651,19,3,5028.17,3,1,2,312,Regular
652,6,9,10240.87,4,4,4,444,Champion
653,38,5,4502.58,3,2,2,322,Potential Loyalist
654,29,4,4666.55,3,1,2,312,Regular
655,52,6,8876.49,2,2,4,224,Big Spender
656,11,8,8438.35,4,4,4,444,Champion
657,77,6,6640.48,2,2,3,223,Regular
658,98,5,5305.31,1,2,2,122,At Risk
659,147,3,5140.610000000001,1,1,2,112,At Risk
660,13,4,5360.139999999999,4,1,2,412,Regular
661,35,6,5564.07,3,2,2,322,Potential Loyalist
662,87,7,6635.87,2,3,3,233,Regular
663,74,4,5447.21,2,1,2,212,Regular
664,85,5,3998.82,2,2,1,221,Regular
665,86,8,9143.6,2,4,4,244,Big Spender
666,42,5,5173.84,3,2,2,322,Potential Loyalist
667,20,5,5826.33,3,2,2,322,Potential Loyalist
668,7,7,7399.77,4,3,3,433,Loyal
669,9,11,12187.939999999999,4,4,4,444,Champion
670,117,4,4078.4,1,1,1,111,At Risk
671,63,6,7450.68,2,2,3,223,Regular
672,51,3,4786.22,2,1,2,212,Regular
673,3,5,3435.2200000000003,4,2,1,421,Potential Loyalist
674,116,6,6404.85,1,2,3,123,At Risk
675,1,3,4204.51,4,1,2,412,Regular
676,34,6,6739.82,3,2,3,323,Potential Loyalist
677,72,5,3703.87,2,2,1,221,Regular
678,95,4,3152.34,1,1,1,111,At Risk
679,63,10,8300.07,2,4,4,244,Big Spender
680,15,4,5597.05,4,1,2,412,Regular
681,8,6,5888.74,4,2,2,422,Potential Loyalist
682,21,7,8280.35,3,3,4,334,Loyal
683,16,5,5616.71,4,2,2,422,Potential Loyalist
684,43,8,6011.92,3,4,3,343,Loyal
685,103,6,9271.630000000001,1,2,4,124,Big Spender
686,38,5,4622.87,3,2,2,322,Potential Loyalist
687,9,6,2828.68,4,2,1,421,Potential Loyalist
688,82,4,5647.04,2,1,2,212,Regular
689,13,3,3614.25,4,1,1,411,Regular
690,65,6,6516.74,2,2,3,223,Regular
691,40,8,9841.22,3,4,4,344,Loyal
692,51,9,8189.47,2,4,4,244,Big Spender
693,11,5,6667.92,4,2,3,423,Potential Loyalist
694,8,5,4359.78,4,2,2,422,Potential Loyalist
695,17,8,10407.64,4,4,4,444,Champion
696,22,6,3720.1,3,2,1,321,Potential Loyalist
697,12,4,5888.76,4,1,2,412,Regular
698,77,3,3362.66,2,1,1,211,Regular
699,56,3,2655.81,2,1,1,211,Regular
700,107,8,7960.03,1,4,3,143,At Risk
701,33,6,6285.29,3,2,3,323,Potential Loyalist
702,63,3,3825.6600000000003,2,1,1,211,Regular
703,2,5,7301.150000000001,4,2,3,423,Potential Loyalist
704,11,10,10881.81,4,4,4,444,Champion
705,12,4,2127.86,4,1,1,411,Regular
706,31,6,10040.5,3,2,4,324,Potential Loyalist
707,45,6,7563.61,3,2,3,323,Potential Loyalist
708,176,3,3149.0299999999997,1,1,1,111,At Risk
709,147,5,5948.8099999999995,1,2,2,122,At Risk
710,40,7,9823.81,3,3,4,334,Loyal
711,84,4,3784.83,2,1,1,211,Regular
712,62,8,9223.66,2,4,4,244,Big Spender
713,256,4,4564.42,1,1,2,112,At Risk
714,60,10,10339.54,2,4,4,244,Big Spender
715,159,3,4278.66,1,1,2,112,At Risk
716,13,6,6680.78,4,2,3,423,Potential Loyalist
717,15,6,4696.91,4,2,2,422,Potential Loyalist
718,35,8,6777.43,3,4,3,343,Loyal
719,12,8,10796.76,4,4,4,444,Champion
720,21,10,13004.35,3,4,4,344,Loyal
721,5,7,8883.609999999999,4,3,4,434,Loyal
722,88,5,6548.61,1,2,3,123,At Risk
723,16,8,7012.59,4,4,3,443,Champion
724,24,8,9812.699999999999,3,4,4,344,Loyal
725,4,11,13048.82,4,4,4,444,Champion
726,55,3,5134.71,2,1,2,212,Regular
727,62,6,8768.09,2,2,4,224,Big Spender
728,26,9,10919.45,3,4,4,344,Loyal
729,2,10,15826.0,4,4,4,444,Champion
730,15,7,6529.49,4,3,3,433,Loyal
731,26,5,4442.07,3,2,2,322,Potential Loyalist
732,65,5,6099.150000000001,2,2,3,223,Regular
733,47,10,14532.51,2,4,4,244,Big Spender
734,90,3,3346.12,1,1,1,111,At Risk
735,88,4,6814.03,1,1,3,113,At Risk
736,12,6,5999.719999999999,4,2,3,423,Potential Loyalist
737,55,7,7386.14,2,3,3,233,Regular
738,70,8,8764.37,2,4,4,244,Big Spender
739,2,10,9430.63,4,4,4,444,Champion
740,62,4,6155.53,2,1,3,213,Regular
741,149,5,3482.3,1,2,1,121,At Risk
742,11,6,6918.96,4,2,3,423,Potential Loyalist
743,90,5,6065.4400000000005,1,2,3,123,At Risk
744,24,5,4149.55,3,2,1,321,Potential Loyalist
745,12,4,2697.98,4,1,1,411,Regular
746,44,6,4853.96,3,2,2,322,Potential Loyalist
747,36,2,1801.98,3,1,1,311,Regular
748,47,9,8538.05,2,4,4,244,Big Spender
749,81,9,7591.94,2,4,3,243,Regular
750,59,6,7506.73,2,2,3,223,Regular
751,131,2,386.48,1,1,1,111,At Risk
752,21,8,8004.32,3,4,3,343,Loyal
753,16,8,11935.380000000001,4,4,4,444,Champion
754,211,2,814.03,1,1,1,111,At Risk
755,96,3,2071.7799999999997,1,1,1,111,At Risk
756,26,6,3859.17,3,2,1,321,Potential Loyalist
757,73,5,3967.6,2,2,1,221,Regular
758,28,2,651.02,3,1,1,311,Regular
759,24,9,8217.14,3,4,4,344,Loyal
760,27,9,8569.289999999999,3,4,4,344,Loyal
761,146,5,6483.68,1,2,3,123,At Risk
762,86,5,3989.6800000000003,2,2,1,221,Regular
763,75,6,6989.88,2,2,3,223,Regular
764,80,3,3627.46,2,1,1,211,Regular
765,25,10,8794.98,3,4,4,344,Loyal
766,17,6,4962.24,4,2,2,422,Potential Loyalist
767,43,5,6197.59,3,2,3,323,Potential Loyalist
768,6,9,9425.52,4,4,4,444,Champion
769,20,8,9694.79,3,4,4,344,Loyal
770,50,6,6789.790000000001,2,2,3,223,Regular
771,125,6,5901.7,1,2,2,122,At Risk
772,3,6,8421.58,4,2,4,424,Potential Loyalist
773,73,8,10334.68,2,4,4,244,Big Spender
774,144,1,1311.44,1,1,1,111,At Risk
775,59,7,6985.21,2,3,3,233,Regular
776,14,9,9151.17,4,4,4,444,Champion
777,28,6,5113.99,3,2,2,322,Potential Loyalist
778,246,4,4581.54,1,1,2,112,At Risk
779,83,5,4372.34,2,2,2,222,Regular
780,89,3,3499.7200000000003,1,1,1,111,At Risk
781,126,5,3763.4600000000005,1,2,1,121,At Risk
782,26,6,10216.48,3,2,4,324,Potential Loyalist
783,97,5,6170.6,1,2,3,123,At Risk
784,144,2,760.18,1,1,1,111,At Risk
785,19,6,4304.54,3,2,2,322,Potential Loyalist
786,10,7,7114.27,4,3,3,433,Loyal
787,76,10,11292.54,2,4,4,244,Big Spender
788,40,7,8089.72,3,3,3,333,Loyal
789,5,8,4497.3,4,4,2,442,Loyal
790,15,8,9306.61,4,4,4,444,Champion
791,124,6,6605.22,1,2,3,123,At Risk
792,18,6,6907.9,4,2,3,423,Potential Loyalist
793,2,10,12116.11,4,4,4,444,Champion
794,23,7,7832.74,3,3,3,333,Loyal
795,19,5,5980.89,3,2,2,322,Potential Loyalist
796,7,7,6097.05,4,3,3,433,Loyal
797,22,4,4668.49,3,1,2,312,Regular
798,22,3,4285.05,3,1,2,312,Regular
799,11,11,14399.89,4,4,4,444,Champion
800,86,6,6283.9,2,2,3,223,Regular
801,183,2,1074.8,1,1,1,111,At Risk
802,96,6,7508.74,1,2,3,123,At Risk
803,67,6,3818.25,2,2,1,221,Regular
804,42,3,3480.5,3,1,1,311,Regular
805,123,6,6966.17,1,2,3,123,At Risk
806,32,4,4854.46,3,1,2,312,Regular
807,81,4,4367.13,2,1,2,212,Regular
808,124,3,3676.8199999999997,1,1,1,111,At Risk
809,46,4,3653.47,2,1,1,211,Regular
810,69,4,4539.42,2,1,2,212,Regular
811,175,3,1388.03,1,1,1,111,At Risk
812,198,2,1400.23,1,1,1,111,At Risk
813,51,5,4386.05,2,2,2,222,Regular
814,49,3,4661.23,2,1,2,212,Regular
815,28,6,7646.77,3,2,3,323,Potential Loyalist
816,54,4,2934.97,2,1,1,211,Regular
817,17,5,5340.0,4,2,2,422,Potential Loyalist
818,41,6,6141.46,3,2,3,323,Potential Loyalist
819,44,5,5033.21,3,2,2,322,Potential Loyalist
820,4,10,8742.57,4,4,4,444,Champion
821,34,5,4826.39,3,2,2,322,Potential Loyalist
822,329,1,2005.66,1,1,1,111,At Risk
823,24,6,9755.81,3,2,4,324,Potential Loyalist
824,10,4,6017.27,4,1,3,413,Regular
825,11,8,6046.6900000000005,4,4,3,443,Champion
826,5,4,4829.57,4,1,2,412,Regular
827,50,8,9051.45,2,4,4,244,Big Spender
828,80,5,3777.5299999999997,2,2,1,221,Regular
829,13,6,9236.19,4,2,4,424,Potential Loyalist
830,150,6,6106.9400000000005,1,2,3,123,At Risk
831,12,5,4245.84,4,2,2,422,Potential Loyalist
832,18,12,13562.13,4,4,4,444,Champion
833,26,8,8852.31,3,4,4,344,Loyal
834,19,4,3595.5299999999997,3,1,1,311,Regular
835,8,8,8541.23,4,4,4,444,Champion
836,73,4,3562.2,2,1,1,211,Regular
837,158,3,3406.25,1,1,1,111,At Risk
838,42,4,3724.8199999999997,3,1,1,311,Regular
839,107,4,2550.73,1,1,1,111,At Risk
840,39,6,8144.96,3,2,4,324,Potential Loyalist
841,151,7,10936.2,1,3,4,134,Big Spender
842,56,4,3639.46,2,1,1,211,Regular
843,3,6,4090.19,4,2,1,421,Potential Loyalist
844,32,9,12523.55,3,4,4,344,Loyal
845,98,4,3639.43,1,1,1,111,At Risk
846,83,3,4385.62,2,1,2,212,Regular
847,115,4,4928.17,1,1,2,112,At Risk
848,141,4,4711.04,1,1,2,112,At Risk
849,28,6,6086.66,3,2,3,323,Potential Loyalist
850,35,8,7476.79,3,4,3,343,Loyal
851,10,4,5347.0,4,1,2,412,Regular
853,65,9,12711.369999999999,2,4,4,244,Big Spender
854,9,4,3992.51,4,1,1,411,Regular
855,105,4,7241.66,1,1,3,113,At Risk
856,2,7,6845.04,4,3,3,433,Loyal
857,25,5,6692.93,3,2,3,323,Potential Loyalist
858,12,6,5654.55,4,2,2,422,Potential Loyalist
859,19,6,6979.780000000001,3,2,3,323,Potential Loyalist
860,92,4,7381.19,1,1,3,113,At Risk
861,55,5,5226.41,2,2,2,222,Regular
862,55,1,774.53,2,1,1,211,Regular
863,70,4,2288.23,2,1,1,211,Regular
864,47,6,8911.39,2,2,4,224,Big Spender
865,122,7,7192.900000000001,1,3,3,133,At Risk
866,99,5,7599.92,1,2,3,123,At Risk
867,294,6,7947.42,1,2,3,123,At Risk
868,84,6,7529.639999999999,2,2,3,223,Regular
870,101,7,6201.42,1,3,3,133,At Risk
871,55,8,8700.560000000001,2,4,4,244,Big Spender
872,172,1,290.62,1,1,1,111,At Risk
873,32,5,4426.2,3,2,2,322,Potential Loyalist
874,47,8,8569.99,2,4,4,244,Big Spender
875,64,6,6933.69,2,2,3,223,Regular
876,17,3,2732.4700000000003,4,1,1,411,Regular
877,18,9,9182.89,4,4,4,444,Champion
878,80,3,4531.79,2,1,2,212,Regular
879,77,4,3356.34,2,1,1,211,Regular
880,63,3,4774.51,2,1,2,212,Regular
881,148,3,5353.86,1,1,2,112,At Risk
882,113,5,6628.360000000001,1,2,3,123,At Risk
883,48,4,2114.02,2,1,1,211,Regular
884,2,5,9210.74,4,2,4,424,Potential Loyalist
885,8,3,3628.9399999999996,4,1,1,411,Regular
886,2,7,9025.03,4,3,4,434,Loyal
887,40,8,10938.66,3,4,4,344,Loyal
888,69,5,5750.62,2,2,2,222,Regular
889,37,5,4366.950000000001,3,2,2,322,Potential Loyalist
890,166,4,4485.6,1,1,2,112,At Risk
891,13,5,6442.05,4,2,3,423,Potential Loyalist
892,91,10,9618.64,1,4,4,144,Big Spender
893,76,7,9202.85,2,3,4,234,Big Spender
894,49,8,7512.48,2,4,3,243,Regular
895,62,3,2714.21,2,1,1,211,Regular
896,39,4,4448.32,3,1,2,312,Regular
897,99,7,9317.64,1,3,4,134,Big Spender
898,206,1,478.16,1,1,1,111,At Risk
899,50,6,4240.0599999999995,2,2,2,222,Regular
900,13,4,2446.44,4,1,1,411,Regular
901,83,4,6948.22,2,1,3,213,Regular
902,15,9,9408.53,4,4,4,444,Champion
903,17,9,10102.58,4,4,4,444,Champion
904,38,4,5063.82,3,1,2,312,Regular
905,106,8,6801.49,1,4,3,143,At Risk
906,17,9,12920.289999999999,4,4,4,444,Champion
907,27,7,3448.87,3,3,1,331,Loyal
908,5,7,4679.15,4,3,2,432,Loyal
909,190,5,8560.51,1,2,4,124,Big Spender
910,273,2,1932.55,1,1,1,111,At Risk
911,57,5,3792.6,2,2,1,221,Regular
912,41,7,7206.52,3,3,3,333,Loyal
913,114,4,5401.41,1,1,2,112,At Risk
914,107,5,5533.82,1,2,2,122,At Risk
915,29,5,4802.6,3,2,2,322,Potential Loyalist
916,37,4,4884.0,3,1,2,312,Regular
917,36,8,7452.88,3,4,3,343,Loyal
918,17,5,5684.7,4,2,2,422,Potential Loyalist
919,81,9,10701.04,2,4,4,244,Big Spender
920,91,6,6259.75,1,2,3,123,At Risk
921,45,8,11852.14,3,4,4,344,Loyal
922,189,1,569.56,1,1,1,111,At Risk
923,33,7,6019.1900000000005,3,3,3,333,Loyal
924,110,9,8254.23,1,4,4,144,Big Spender
925,13,9,10701.39,4,4,4,444,Champion
926,13,6,5627.58,4,2,2,422,Potential Loyalist
927,296,3,3712.1099999999997,1,1,1,111,At Risk
928,12,8,6370.69,4,4,3,443,Champion
929,57,5,4985.79,2,2,2,222,Regular
930,22,3,3196.47,3,1,1,311,Regular
931,71,5,6046.89,2,2,3,223,Regular
932,4,6,4854.48,4,2,2,422,Potential Loyalist
933,1,5,7598.65,4,2,3,423,Potential Loyalist
934,1,8,9379.6,4,4,4,444,Champion
935,54,7,8652.22,2,3,4,234,Big Spender
936,33,12,17160.24,3,4,4,344,Loyal
937,16,5,4550.33,4,2,2,422,Potential Loyalist
938,62,9,7675.22,2,4,3,243,Regular
939,32,4,5121.02,3,1,2,312,Regular
940,53,5,6172.42,2,2,3,223,Regular
941,34,10,17898.46,3,4,4,344,Loyal
942,144,4,4111.12,1,1,1,111,At Risk
943,113,7,9442.1,1,3,4,134,Big Spender
944,86,8,4915.05,2,4,2,242,Regular
945,15,7,9247.25,4,3,4,434,Loyal
946,3,8,10866.75,4,4,4,444,Champion
947,81,5,5493.35,2,2,2,222,Regular
948,101,3,3541.6,1,1,1,111,At Risk
949,89,6,6945.2699999999995,1,2,3,123,At Risk
950,33,7,8329.7,3,3,4,334,Loyal
951,7,6,4934.83,4,2,2,422,Potential Loyalist
952,47,5,6239.17,2,2,3,223,Regular
953,12,9,10996.0,4,4,4,444,Champion
954,114,4,5686.3099999999995,1,1,2,112,At Risk
955,14,7,3915.94,4,3,1,431,Loyal
956,174,3,3675.74,1,1,1,111,At Risk
957,39,5,4868.3,3,2,2,322,Potential Loyalist
958,35,6,5470.129999999999,3,2,2,322,Potential Loyalist
959,77,6,5701.85,2,2,2,222,Regular
960,79,4,5971.35,2,1,2,212,Regular
961,65,3,3792.14,2,1,1,211,Regular
962,3,7,5930.2699999999995,4,3,2,432,Loyal
963,61,12,12068.12,2,4,4,244,Big Spender
964,2,5,4224.59,4,2,2,422,Potential Loyalist
965,61,4,5232.65,2,1,2,212,Regular
966,14,4,1885.61,4,1,1,411,Regular
967,67,4,5974.77,2,1,2,212,Regular
968,36,7,9141.34,3,3,4,334,Loyal
969,18,5,6968.38,4,2,3,423,Potential Loyalist
970,34,5,6237.67,3,2,3,323,Potential Loyalist
971,49,5,5862.57,2,2,2,222,Regular
972,176,2,3318.8099999999995,1,1,1,111,At Risk
973,9,8,12724.26,4,4,4,444,Champion
974,7,6,6929.71,4,2,3,423,Potential Loyalist
975,11,8,9093.88,4,4,4,444,Champion
976,171,6,6710.5599999999995,1,2,3,123,At Risk
977,42,5,5149.34,3,2,2,322,Potential Loyalist
978,193,5,4373.97,1,2,2,122,At Risk
979,6,5,7486.82,4,2,3,423,Potential Loyalist
980,178,5,6299.04,1,2,3,123,At Risk
981,26,7,9042.05,3,3,4,334,Loyal
982,56,6,2794.7500000000005,2,2,1,221,Regular
983,2,8,9637.26,4,4,4,444,Champion
984,57,8,6208.719999999999,2,4,3,243,Regular
985,15,4,5554.1900000000005,4,1,2,412,Regular
986,76,8,8673.32,2,4,4,244,Big Spender
987,23,8,8979.65,3,4,4,344,Loyal
988,113,2,769.14,1,1,1,111,At Risk
989,26,5,6725.91,3,2,3,323,Potential Loyalist
990,12,7,8441.6,4,3,4,434,Loyal
991,148,6,7774.3,1,2,3,123,At Risk
992,96,2,2986.45,1,1,1,111,At Risk
993,1,9,8086.79,4,4,3,443,Champion
994,43,5,3901.01,3,2,1,321,Potential Loyalist
995,12,7,9379.039999999999,4,3,4,434,Loyal
996,64,6,7713.16,2,2,3,223,Regular
997,60,7,6397.73,2,3,3,233,Regular
998,322,2,1565.5500000000002,1,1,1,111,At Risk
999,55,10,14662.14,2,4,4,244,Big Spender
1000,1,9,10183.7,4,4,4,444,Champion
1001,43,7,6233.51,3,3,3,333,Loyal
1002,156,4,5038.32,1,1,2,112,At Risk
1003,48,9,9111.19,2,4,4,244,Big Spender
1004,204,6,8437.87,1,2,4,124,Big Spender
1005,160,5,7863.76,1,2,3,123,At Risk
1006,38,8,9481.25,3,4,4,344,Loyal
1007,21,7,8532.46,3,3,4,334,Loyal
1008,18,4,5409.6900000000005,4,1,2,412,Regular
1009,55,5,5787.36,2,2,2,222,Regular
1010,127,3,1501.59,1,1,1,111,At Risk
1011,243,3,3940.1800000000003,1,1,1,111,At Risk
1012,10,4,5094.62,4,1,2,412,Regular
1013,96,6,7207.57,1,2,3,123,At Risk
1014,5,7,6269.75,4,3,3,433,Loyal
1015,27,6,7096.79,3,2,3,323,Potential Loyalist
1016,67,6,5697.8,2,2,2,222,Regular
1017,227,3,5234.68,1,1,2,112,At Risk
1018,27,5,6164.88,3,2,3,323,Potential Loyalist
1019,43,5,5805.35,3,2,2,322,Potential Loyalist
1020,90,4,4075.21,1,1,1,111,At Risk
1021,29,8,9624.45,3,4,4,344,Loyal
1022,84,5,8161.4,2,2,4,224,Big Spender
1023,126,2,1579.3899999999999,1,1,1,111,At Risk
1024,35,8,9592.029999999999,3,4,4,344,Loyal
1025,61,8,8141.29,2,4,4,244,Big Spender
1026,30,6,4769.8099999999995,3,2,2,322,Potential Loyalist
1027,25,6,6580.15,3,2,3,323,Potential Loyalist
1028,9,7,12001.41,4,3,4,434,Loyal
1029,31,6,6223.08,3,2,3,323,Potential Loyalist
1030,40,8,10951.8,3,4,4,344,Loyal
1031,47,3,2352.9300000000003,2,1,1,211,Regular
1032,31,8,6902.84,3,4,3,343,Loyal
1033,15,9,12744.87,4,4,4,444,Champion
1034,105,2,1819.46,1,1,1,111,At Risk
1035,14,3,1327.0600000000002,4,1,1,411,Regular
1036,163,5,7125.26,1,2,3,123,At Risk
1037,74,8,6925.18,2,4,3,243,Regular
1038,13,4,6144.11,4,1,3,413,Regular
1039,53,7,9522.77,2,3,4,234,Big Spender
1040,162,4,4072.65,1,1,1,111,At Risk
1041,21,4,4271.03,3,1,2,312,Regular
1042,36,3,4585.77,3,1,2,312,Regular
1043,155,8,10994.24,1,4,4,144,Big Spender
1044,113,5,4616.29,1,2,2,122,At Risk
1045,114,3,4405.6,1,1,2,112,At Risk
1046,53,5,3846.1,2,2,1,221,Regular
1047,58,8,6874.87,2,4,3,243,Regular
1048,134,7,6677.74,1,3,3,133,At Risk
1049,33,10,11130.050000000001,3,4,4,344,Loyal
1050,27,6,4722.12,3,2,2,322,Potential Loyalist
1051,180,5,4878.8099999999995,1,2,2,122,At Risk
1052,1,6,8478.41,4,2,4,424,Potential Loyalist
1053,140,3,3482.79,1,1,1,111,At Risk
1054,6,8,8433.75,4,4,4,444,Champion
1055,207,2,924.06,1,1,1,111,At Risk
1056,25,7,7920.27,3,3,3,333,Loyal
1057,49,4,5663.77,2,1,2,212,Regular
1058,117,3,2308.7200000000003,1,1,1,111,At Risk
1059,23,2,2449.81,3,1,1,311,Regular
1060,188,6,9606.77,1,2,4,124,Big Spender
1061,25,6,4056.76,3,2,1,321,Potential Loyalist
1062,3,6,7619.47,4,2,3,423,Potential Loyalist
1063,47,6,5833.22,2,2,2,222,Regular
1064,140,3,5404.67,1,1,2,112,At Risk
1065,80,6,4709.66,2,2,2,222,Regular
1066,167,3,2637.5299999999997,1,1,1,111,At Risk
1067,233,2,1854.93,1,1,1,111,At Risk
1068,5,14,14254.55,4,4,4,444,Champion
1069,205,5,6910.5,1,2,3,123,At Risk
1070,1,4,5754.66,4,1,2,412,Regular
1071,40,6,7958.68,3,2,3,323,Potential Loyalist
1072,47,3,3697.58,2,1,1,211,Regular
1073,18,6,6454.889999999999,4,2,3,423,Potential Loyalist
1074,17,8,9370.01,4,4,4,444,Champion
1075,68,6,6597.82,2,2,3,223,Regular
1076,10,12,14390.1,4,4,4,444,Champion
1077,6,6,6570.4400000000005,4,2,3,423,Potential Loyalist
1078,19,5,3640.2200000000003,3,2,1,321,Potential Loyalist
1079,18,4,3829.1099999999997,4,1,1,411,Regular
1080,48,3,3133.43,2,1,1,211,Regular
1081,12,5,6119.719999999999,4,2,3,423,Potential Loyalist
1082,48,5,4492.05,2,2,2,222,Regular
1083,267,2,2418.19,1,1,1,111,At Risk
1084,5,11,11437.050000000001,4,4,4,444,Champion
1085,65,4,2487.7000000000003,2,1,1,211,Regular
1086,14,9,8640.220000000001,4,4,4,444,Champion
1087,15,3,3535.79,4,1,1,411,Regular
1088,14,6,6230.39,4,2,3,423,Potential Loyalist
1089,152,7,6202.85,1,3,3,133,At Risk
1090,72,7,5882.43,2,3,2,232,Regular
1091,5,10,10147.25,4,4,4,444,Champion
1092,203,5,4893.719999999999,1,2,2,122,At Risk
1093,100,9,12492.4,1,4,4,144,Big Spender
1094,44,7,7255.12,3,3,3,333,Loyal
1095,15,4,6916.039999999999,4,1,3,413,Regular
1096,56,5,3865.37,2,2,1,221,Regular
1097,189,3,2378.5099999999998,1,1,1,111,At Risk
1098,9,8,7594.29,4,4,3,443,Champion
1099,111,2,1248.96,1,1,1,111,At Risk
1100,46,3,2767.35,2,1,1,211,Regular
1101,114,5,6377.620000000001,1,2,3,123,At Risk
1102,22,8,8832.98,3,4,4,344,Loyal
1103,33,12,15447.92,3,4,4,344,Loyal
1104,12,7,6458.3,4,3,3,433,Loyal
1105,17,2,3965.4399999999996,4,1,1,411,Regular
1106,25,9,11078.470000000001,3,4,4,344,Loyal
1107,49,6,4394.39,2,2,2,222,Regular
1108,13,4,1790.0,4,1,1,411,Regular
1109,209,3,2411.02,1,1,1,111,At Risk
1110,18,6,7310.36,4,2,3,423,Potential Loyalist
1111,21,7,6922.7,3,3,3,333,Loyal
